Name,Phone,Address,Description,Website,Social Media
"TIOSL TECHNOLOGY (SHENZHEN) CO., LTD.", 0086-0755-29553310,"10th F, Bldg 5, Gate 2, Area A, Huafeng No.1 Science and Technology Park Sanwei, Bao'an District Shenzhen, Guangdong
China","TIOSL has been only focusing on one thing committed to making Smart lighting control systems better serve people's work and life. Over the years, based on the actual needs of customers, combined with the characteristics of LED lighting, we have provided customers with the fittest and the most economical smart lighting control system solutions. Saving costs for customers, enhancing product competitiveness, increasing product profits, enhancing customer satisfaction, and meanwhile letting customers enjoy the convenience brought by our system and letting our customers get more benefit on economy and healthy. This is our original goal, we had been and will be struggling for it all the time!",http://www.tiosl.com/,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
"TIVOLI, LLC.", 7149576101,"17110 Armstrong Ave Irvine, CA 92604
USA","With over 50 years of innovation and experience, Tivoli, LLC continues to lead the linear lighting industry. As LED technology advances, our award-winning architectural and theater LED-based products continue to improve in appearance, quality, performance, and energy-saving advantages. Our loyal team of 60+ employees continues to strive to incorporate innovation, color quality, and longevity of life into every product we manufacture and engineer.",www.tivolilighting.com,"{'Facebook': 'https://www.facebook.com/TivoliLighting', 'Twitter': 'https://twitter.com/Tivoli_Lighting', 'LinkedIn': 'https://www.linkedin.com/company/tivoli-lighting'}"
TLS ARCHITECTURAL LIGHTING, (514) 858-6556,"300 Montee de Liesse Montreal, QC H4T 1N9
CA","Our LumiCloud™ collection: Carra, Circa, Linéa and Bespoke, offer luminous clouds in standardized shapes and sizes making specification simpler, is budget-friendly and offering quicker lead times.",www.tls-led.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
TOGGLED, 844-864-4533,"1820 E. Big Beaver Rd. Troy, MI 48083-4661
United States","As a leader in smart building technology, Toggled's vision is to improve the way the world works and people live by developing and bringing to market more easily attainable and user-friendly smart building products. This includes everything from LED lighting conversions and network lighting control (NLC) technology to customized AI driven backend data analytics. Toggled is fully committed to and focused on making the future of smart buildings a reality.",toggled.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
"TRC ELECTRONICS, INC.", 888-612-9514,"4171 Stony Lane Doylestown, PA 18902
USA",TRC Electronics supplies businesses in the electronics industry the power to succeed. Give our office a call at 1-888-612-9514,www.trcelectronics.com,"{'Facebook': 'https://www.facebook.com/trcelectronics', 'Twitter': 'https://twitter.com/trc_electronics', 'LinkedIn': 'https://www.linkedin.com/company/trc-electronics-inc-/'}"
TUYA GLOBAL INC., 861373589434,"3979 Freedom Circle Suite 340 Santa Clara, CA 95054
USA","Tuya Smart (NYSE: TUYA) is a leading technology company focused on making our lives smarter. Tuya does this through offering a cloud platform that connects a range of devices via the IoT. By building interconnectivity standards, Tuya bridges the intelligent needs of brands, OEMs, developers, and retail chains across a broad range of smart devices and industries. Tuya solutions empower partners and customers by improving the value of their products while making consumers’ lives more convenient through the application of technology. Through its growing commercial SaaS business, Tuya offers intelligent business solutions for a wide range of verticals. The Company’s platform is backed by industry-leading technology complete with rigorous data protection and security. Tuya partners with many Global Fortune 500 companies to make things smarter, including Philips, Schneider Electric, Lenovo and many others.",www.tuya.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
UL, (877) 854-3577,"333 Pfingsten Rd Northbrook, IL 60062
USA","UL helps create a better world by applying science to solve safety, security and sustainability challenges. We empower trust by enabling the safe adoption of innovative new products and technologies. All of our work, from independent research, to testing and certification, to providing analytical and digital solutions, helps improve global well-being. We specialize in lighting categories for safety, performance, global market access, connected lighting, and more. Visit us at www.ul.com/lighting for information on important industry topics like UVC germicidal lighting, photovoltaic and solar, human-centric lighting and more. Contact us at lightinginfo@UL.com.",www.ul.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
US LIGHTING TRENDS,//www.uslightingtrends.com/,"12520 Ribbongrass Court Raleigh, NC 46812
United States of America","USLightingTrends.com is dedicated to serving the needs of the lighting industry by delivering insightful and informative content that helps the US lighting community buy, specify, install and commission lighting and lighting systems.",https://www.uslightingtrends.com/,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
USA LED, 2032626420,"238 Reservoir Rd Southbury, CT 06488
USA",Top Quality LED Lighting Technology For Indoor And Outdoor Purposes. Shop Online Today! Shop From The Fastest Growing Online LED Lighting Distributor. Free Shipping Available! Locally Owned & Operated. Limited Warranty. Price Match Guarantee.,www.usaled.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
VANTAGE LIGHTING, (860) 564-4512,"181 Narragansett Park Drive East Providence, RI 2916
USA","Vantage Lighting is a leading manufacturer of specification-grade LED recessed downlights, cylinders and low/high bays for commercial, institutional and residential applications. Vantage offers a complete line of American-made (BAA Compliant), energy-efficient new construction and remodel luminaires with multiple control options, aperture sizes, aesthetic styles, mounting types, light distributions, lumen packages and Velocity Quick Ship products available for 48 hour shipping.",www.vantageltg.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
VAOPTO, (702) 517-5789,"5178 West Patrick Lane Las Vegas, NV 89118
USA","VaOpto is a U.S. Minority Citizen owned LED Manufacturing Company that was originally founded in the State of Virginia in 2005 and then relocated to Las Vegas, Nevada in 2010. VaOpto specializes in LED R&D Manufacturing with OEM and ODM wholesale services. Our world class Manufacturing Facilities are ISO14001/ISO9001/TS16949/OHSAS18001 certified and RoHS compliant. VaOpto offers component, lighting, and application systems for LED related industries with high quality, superior performance, and competitive pricing.",www.vaopto.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
"VENAS COMPANY, LTD.", 9739601877,"1026, Beverley Commercial Centre 87-105 Chatham Road South Tsim Sha Tsui, KLN 90220
Hong Kong (China)","Venas Lighting is a professional OEM LED lighting manufacturer that manufactures and sells LED lights in their buyer's brand. Venas is specializing in making Commercial indoor / outdoor LED lights, Industrial LED lights, various retrofit kits and completed lighting fixture, Explosion Proof Lights, and Grow Lights.",www.venas.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
"VEROBOARD TECH, INC.", 1 (604) 559-5744,"1470 Kootenay St Vancouver, British Columbia V5K 4R1
Canada","Since our founding in 2009, we at Veroboard Tech Inc. take pride in providing a broad range of lighting products with exceptional customer service. We have an ever-growing Cabinet light, a large variety of Strip Lighting and Wiring, Dimmable and Non-Dimmable Constant Voltage LED Divers, , as well as Channels and Diffusers to meet your lighting needs.",http://www.veroboard.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
VISION3 LIGHTING, (559) 834-5749,"2850 San Antonio Drive Fowler, CA 93625
USA","Vision3 Lighting manufactures specification grade architectural LED lighting products. Our philosophy is to deliver unique and configurable solutions for the specification-grade marketplace; an industry where standard designs are often not enough to solve everyday challenges. At Vision3, we truly believe in the power of lighting & design and their ability to create beautiful spaces, elevate experiences, and engage people everywhere.",www.vision3lighting.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
VISO SYSTEMS APS, +4522617434,"Vesterbrogade 12, 1. Copenhagen V, Denmark 1620
Denmark","Viso Systems was founded in 2005. At Viso in Copenhagen, Denmark, we design, develop and manufacture OEM- and customer-specific goniospectrometer solutions. We supply the lighting market with innovative light measurement and control technology that is of the highest quality and precision.",www.visosystems.com,"{'Facebook': 'https://www.facebook.com/VisoSystems/', 'Twitter': '', 'LinkedIn': 'https://www.linkedin.com/company/viso-systems/'}"
